set_name,card_name,ungraded_price
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Alakazam ex #201,$81.71
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mew ex #205,$23.88
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Squirtle #170,$90.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Psyduck #175,$53.41
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmeleon #169,$67.60
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Bulbasaur #166,$75.48
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mew Ex [Metal] #205,$23.68
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charizard ex #183,$45.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Wartortle #171,$56.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ivysaur #167,$49.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Booster Bundle,$178.58
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Poliwhirl #176,$36.55
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dragonair #181,$40.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Voltorb [Cosmos Professor Program] #100,$7
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gengar #94,$4.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Erika's Invitation #203,$18.90
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mew ex #151,$7.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mew Ex [Ultra Ball League] #151,$3
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charizard ex #6,$7.49
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Machoke #177,$19.60
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Giovanni's Charisma #204,$21.18
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mew ex #193,$31.75
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidoking #174,$16.49
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Blastoise ex #184,$20.49
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pikachu [Pokemon Together] #25,$130.24
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Blastoise ex #9,$2.88
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mr. Mime #179,$12.34
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmander [EB Games] #4,$334.01
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Caterpie #172,$16.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Tangela #178,$12.20
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mewtwo [Holo] #150,$2.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Voltorb [Professor Program] #100,$2
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Squirtle [Pokemon Center] #7,$160.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Omanyte #180,$11.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Venusaur ex #182,$14.33
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Switch #206,$3.64
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Venusaur ex #3,$2.15
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ninetales ex #186,$14.73
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Zapdos ex #192,$10.37
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Booster Bundle Display,$2
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Erika's Invitation #196,$7.95
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gengar [Reverse Holo] #94,$8.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pikachu [Holiday Calendar] #25,$5.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Psychic Energy [Holo] #207,$4.87
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Alakazam ex #188,$12.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dragonite #149,$2.22
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Wigglytuff ex #187,$6.89
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ninetales ex #38,$2.19
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gengar [Cosmos Holo] #94,$20.12
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Eevee [Pokemon Together] #133,$167.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Zapdos ex #145,$2.74
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Giovanni's Charisma #197,$5.91
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Arbok ex #185,$7.96
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmander [GameStop] #4,$37.32
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pikachu #25,$1.19
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Jynx ex #191,$6.32
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Eevee [Holiday Calendar] #133,$2.23
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Bulbasaur [Stamped] #1,$45.39
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Daisy's Help #195,$4.95
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kangaskhan ex #190,$6.71
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmander #4,$0.42
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Golem ex #189,$6.37
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Bill's Transfer #194,$4.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Vileplume #45,$16.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,151 Mini Tin,$46.08
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Alakazam ex #65,$1.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmander [Cosmos Holo] #4,$1.62
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Raichu #26,$1.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Aerodactyl #142,$1.49
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Alakazam EX Collection,$102.01
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Sealed Poster Collection,$72.18
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Sealed Mini Tin Display,$449.67
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gyarados #130,$0.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Bulbasaur #1,$1.07
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Zapdos ex Collection,$95.90
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Vaporeon [Holo] #134,$1.91
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kangaskhan ex #115,$1.98
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mewtwo [Reverse Holo] #150,$3.41
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Arbok ex #24,$2.47
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Wigglytuff ex #40,$1.90
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Golem ex #76,$1.79
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pikachu [Reverse Holo] #25,$1.84
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Flareon #136,$1.40
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ditto #132,$0.65
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Jolteon #135,$1.56
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmeleon [Cosmos Holo] #5,$1.45
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmeleon #5,$1.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Jynx ex #124,$1.54
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Eevee #133,$0.78
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Chansey #113,$1.67
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Articuno #144,$1.64
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Squirtle [Reverse Holo] #7,$0.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Machamp [Holo] #68,$0.91
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ditto [Holo] #132,$0.88
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dragonite [Cosmos Holo] #149,$5.98
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dragonite [Reverse Holo] #149,$2.24
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Binder Collection,$192.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Squirtle #7,$1.69
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Bulbasaur [Reverse Holo] #1,$1.55
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmander [Reverse Holo] #4,$0.96
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pikachu [Cosmos Holo] #25,$6.40
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidoking #34,$1.34
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mr. Mime #122,$1.37
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Moltres #146,$1.79
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Snorlax #143,$1.89
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Marowak [Holo] #105,$0.91
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Starmie #121,$0.86
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Electrode #101,$1.49
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kabutops #141,$0.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Blastoise Ex [Jumbo] #9,$2.20
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Weezing #110,$1.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Abra [Cosmos Holo] #63,$0.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Haunter [Reverse Holo] #93,$1.41
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ivysaur #2,$1.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Omastar #139,$1.42
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmander [Reverse Holo Cosmos] #4,$2.04
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Haunter #93,$1.39
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Bulbasaur [Cosmos Holo] #1,$2.28
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Flareon [Reverse Holo] #136,$1.96
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Psyduck #54,$0.75
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gyarados [Reverse Holo] #130,$1.38
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Beedrill #15,$1.29
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kadabra #64,$0.60
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gastly #92,$0.88
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Raichu [Reverse Holo] #26,$1.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Electabuzz #125,$0.61
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Jolteon [Reverse Holo] #135,$2.64
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Aerodactyl [Reverse Holo] #142,$1.32
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dodrio #85,$1.31
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Snorlax [Reverse Holo] #143,$2.72
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Wartortle #8,$0.97
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Eevee [Reverse Holo] #133,$1.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kadabra [Cosmos Holo] #64,$0.70
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Abra #63,$0.54
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Charmeleon [Reverse Holo] #5,$1.81
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Moltres [Holo] #146,$1.20
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Vaporeon [Reverse Holo] #134,$2.51
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pidgey [Reverse Holo Play] #16,$9.30
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Voltorb #100,$0.16
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Squirtle [Cosmos Holo] #7,$2.00
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Psyduck [Reverse Holo] #54,$1.55
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ditto [Reverse Holo] #132,$2.79
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Electabuzz [Cosmos Holo] #125,$0.32
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dragonair #148,$1.49
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Raichu [Cosmos Holo] #26,$3.11
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dragonair [Reverse Holo] #148,$2.82
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Meowth #52,$1.05
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Cubone #104,$0.76
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Vileplume [Holo] #45,$0.82
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Wartortle [Reverse Holo] #8,$1.59
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Meowth [Reverse Holo] #52,$0.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magikarp #129,$0.27
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Voltorb [Reverse Holo] #100,$0.20
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ivysaur [Reverse Holo] #2,$1.66
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gastly [Reverse Holo] #92,$1.29
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidoking [Reverse Holo] #34,$2.37
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Jigglypuff #39,$0.72
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Electrode [Reverse Holo] #101,$1.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Metapod [Reverse Holo] #11,$2.34
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Articuno [Reverse Holo] #144,$1.77
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Moltres [Reverse Holo] #146,$1.48
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Arcanine #59,$0.41
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Cubone [Reverse Holo] #104,$1.36
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magikarp [Reverse Holo] #129,$1.04
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Chansey [Reverse Holo] #113,$1.61
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Clefairy #35,$0.98
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Arcanine [Reverse Holo] #59,$1.58
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Machamp [Cosmos Holo] #68,$0.89
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ponyta #77,$0.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Slowpoke #79,$1.03
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mr. Mime [Reverse Holo] #122,$1.21
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Lapras #131,$1.20
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Hitmonchan #107,$1.21
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dratini [Reverse Holo] #147,$0.86
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Weezing [Reverse Holo] #110,$1.57
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Jigglypuff [Reverse Holo] #39,$1.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Persian [Reverse Holo] #53,$0.96
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Marowak [Reverse Holo] #105,$1.45
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kabutops [Reverse Holo] #141,$1.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Machamp [Reverse Holo] #68,$1.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pidgeotto [Reverse Holo] #17,$2.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dratini #147,$0.75
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Porygon #137,$0.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidoqueen #31,$0.36
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magmar [Reverse Holo] #126,$1.49
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magneton #82,$0.51
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Poliwrath [Reverse Holo] #62,$0.66
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Vileplume [Reverse Holo] #45,$1.51
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Staryu #120,$0.22
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magmar #126,$1.22
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pidgeot #18,$0.78
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Starmie [Reverse Holo] #121,$1.51
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Scyther [Reverse Holo] #123,$2.22
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Slowbro #80,$0.70
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Lapras [Reverse Holo] #131,$2.58
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Clefable [Reverse Holo] #36,$0.74
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Vulpix [Reverse Holo] #37,$0.72
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pidgey #16,$0.40
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Vulpix #37,$0.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Exeggutor #103,$0.77
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Lickitung #108,$0.22
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Poliwrath #62,$0.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Machoke #67,$0.22
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Rapidash #78,$0.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gloom [Reverse Holo] #44,$0.79
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Abra [Reverse Holo] #63,$0.68
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Poliwhirl [Reverse Holo] #61,$1.72
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Beedrill [Reverse Holo] #15,$1.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pidgey [Reverse Holo] #16,$1.16
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Butterfree #12,$0.56
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kadabra [Reverse Holo] #64,$0.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Rhydon #112,$0.28
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Scyther #123,$1.15
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pidgeot [Reverse Holo] #18,$0.67
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Clefable #36,$0.39
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Golbat [Reverse Holo] #42,$0.41
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Caterpie [Reverse Holo] #10,$0.70
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Butterfree [Reverse Holo] #12,$1.34
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Rattata #19,$0.30
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Slowpoke [Reverse Holo] #79,$1.34
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kabuto [Reverse Holo] #140,$1.79
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Erika's Invitation #160,$1.07
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Persian #53,$0.47
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dodrio [Reverse Holo] #85,$1.71
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Machop #66,$0.55
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Giovanni's Charisma #161,$0.65
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Growlithe #58,$0.23
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Muk #89,$0.47
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Omastar [Reverse Holo] #139,$1.91
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dewgong #87,$0.45
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Metapod #11,$1.19
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Hypno #97,$0.97
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Slowbro [Reverse Holo] #80,$0.40
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Hitmonchan [Reverse Holo] #107,$1.79
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Sandshrew #27,$0.38
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidoran #29,$1.24
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Machoke [Reverse Holo] #67,$0.39
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Farfetch'd #83,$0.15
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Oddish [Reverse Holo] #43,$0.99
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Hitmonlee #106,$1.05
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Spearow [Reverse Holo] #21,$1.21
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Poliwhirl #61,$1.26
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Hitmonlee [Reverse Holo] #106,$1.95
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidorina [Reverse Holo] #30,$0.72
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magnemite [Reverse Holo] #81,$0.56
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pidgeotto #17,$1.56
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Koffing #109,$0.43
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidorina #30,$0.35
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dewgong [Reverse Holo] #87,$1.06
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Sandshrew [Reverse Holo] #27,$0.79
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Primeape [Reverse Holo] #57,$0.78
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Krabby #98,$0.45
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Rhydon [Reverse Holo] #112,$0.61
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Nidorino [Reverse Holo] #33,$0.43
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Mankey #56,$0.20
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Victreebel [Reverse Holo] #71,$0.33
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Omanyte #138,$0.97
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Sandslash [Reverse Holo] #28,$0.70
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Rapidash [Reverse Holo] #78,$0.56
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Drowzee #96,$0.12
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kabuto #140,$1.06
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Rattata [Reverse Holo] #19,$0.78
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Drowzee [Reverse Holo] #96,$0.72
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Hypno [Reverse Holo] #97,$2.01
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Pinsir #127,$1.21
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Weedle [Reverse Holo] #13,$0.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Ekans #23,$0.14
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Sandslash #28,$0.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Diglett #50,$0.40
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Poliwag #60,$0.27
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Zubat #41,$0.23
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Golduck #55,$0.58
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Bellsprout [Reverse Holo] #69,$0.50
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Horsea #116,$0.25
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Gloom #44,$0.24
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Onix [Reverse Holo] #95,$1.89
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Tangela #114,$0.20
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Growlithe [Reverse Holo] #58,$1.29
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Spearow #21,$0.86
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Dugtrio [Reverse Holo] #51,$0.67
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magnemite #81,$0.26
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Farfetch'd [Reverse Holo] #83,$0.30
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Omanyte [Reverse Holo] #138,$1.58
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Caterpie #10,$0.38
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Staryu [Reverse Holo] #120,$0.45
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Poliwag [Reverse Holo] #60,$0.65
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Goldeen #118,$0.14
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Giovanni's Charisma [Reverse Holo] #161,$2.10
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Kakuna [Reverse Holo] #14,$2.30
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Rhyhorn #111,$0.15
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Tentacool #72,$0.35
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Seel #86,$0.15
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Golduck [Reverse Holo] #55,$1.11
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Exeggcute [Reverse Holo] #102,$0.68
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Clefairy [Reverse Holo] #35,$1.29
Prices for Pokemon Scarlet & Violet 151 Pokemon Cards,Magneton [Reverse Holo] #82,$0.73
